48.12 Mbps,45.91 Mbps,53.56 Mbps,
47.75 Mbps,45.8 Mbps,48.25 Mbps,
44.77 Mbps,42.69 Mbps,49.31 Mbps,
39.92 Mbps,39.01 Mbps,44.3 Mbps,
47.93 Mbps,46.48 Mbps,49.18 Mbps,
47.77 Mbps,45.49 Mbps,49.25 Mbps,
48.91 Mbps,46.21 Mbps,58.17 Mbps,
47.77 Mbps,42.8 Mbps,50.46 Mbps,
39.88 Mbps,38.67 Mbps,43.76 Mbps,
39.7 Mbps,38.97 Mbps,44.75 Mbps,
39.55 Mbps,37.59 Mbps,42.27 Mbps,
49.08 Mbps,46.75 Mbps,55.36 Mbps,
48.22 Mbps,46.99 Mbps,51.13 Mbps,
46.78 Mbps,43.33 Mbps,50.62 Mbps,
48.97 Mbps,45.96 Mbps,58.05 Mbps,
62.31 Mbps,53.88 Mbps,67.28 Mbps,
50.52 Mbps,47.01 Mbps,57.05 Mbps,
47.93 Mbps,47.4 Mbps,48.45 Mbps,
47.96 Mbps,47.15 Mbps,50.72 Mbps,
54.47 Mbps,48.41 Mbps,64.25 Mbps,
48.68 Mbps,46.47 Mbps,53.66 Mbps,
48.12 Mbps,45.06 Mbps,50.21 Mbps,
43.93 Mbps,42.59 Mbps,51.0 Mbps,
48.37 Mbps,45.76 Mbps,52.92 Mbps,
59.32 Mbps,55.78 Mbps,62.5 Mbps,
47.81 Mbps,36.62 Mbps,66.95 Mbps,
48.03 Mbps,47.12 Mbps,49.31 Mbps,
48.39 Mbps,45.67 Mbps,53.94 Mbps,
52.25 Mbps,42.4 Mbps,101.48 Mbps,
47.87 Mbps,36.04 Mbps,59.41 Mbps,
51.71 Mbps,24.65 Mbps,92.92 Mbps,
83.92 Mbps,62.3 Mbps,107.98 Mbps,
47.68 Mbps,46.07 Mbps,48.53 Mbps,
49.95 Mbps,33.92 Mbps,64.37 Mbps,
50.49 Mbps,42.84 Mbps,70.7 Mbps,
47.87 Mbps,46.49 Mbps,48.74 Mbps,
64.39 Mbps,61.67 Mbps,66.99 Mbps,
47.62 Mbps,40.2 Mbps,53.33 Mbps,
48.33 Mbps,44.81 Mbps,54.63 Mbps,
48.04 Mbps,46.96 Mbps,50.87 Mbps,
48.72 Mbps,46.87 Mbps,55.48 Mbps,
45.12 Mbps,41.37 Mbps,51.73 Mbps,
47.97 Mbps,44.21 Mbps,51.99 Mbps,
47.8 Mbps,45.61 Mbps,48.32 Mbps,
24.24 Mbps,9.86 Mbps,41.24 Mbps,
25.06 Mbps,21.72 Mbps,27.85 Mbps,
24.84 Mbps,22.91 Mbps,26.08 Mbps,
24.63 Mbps,21.98 Mbps,25.62 Mbps,
24.74 Mbps,23.39 Mbps,25.74 Mbps,
24.89 Mbps,23.7 Mbps,27.38 Mbps,
24.87 Mbps,23.55 Mbps,25.51 Mbps,
25.11 Mbps,23.89 Mbps,28.17 Mbps,
24.7 Mbps,23.34 Mbps,25.48 Mbps,
24.8 Mbps,20.92 Mbps,28.07 Mbps,
24.66 Mbps,23.15 Mbps,25.12 Mbps,
27.4 Mbps,21.69 Mbps,34.94 Mbps,
24.71 Mbps,22.56 Mbps,25.48 Mbps,
24.87 Mbps,22.55 Mbps,30.09 Mbps,
24.84 Mbps,21.24 Mbps,28.01 Mbps,
24.72 Mbps,21.74 Mbps,25.88 Mbps,
24.85 Mbps,20.9 Mbps,26.32 Mbps,
24.77 Mbps,21.39 Mbps,26.17 Mbps,
24.78 Mbps,21.27 Mbps,25.81 Mbps,
24.77 Mbps,21.05 Mbps,26.31 Mbps,
24.74 Mbps,22.01 Mbps,25.88 Mbps,
24.77 Mbps,21.84 Mbps,26.26 Mbps,
24.01 Mbps,23.19 Mbps,24.82 Mbps,
24.72 Mbps,21.28 Mbps,25.84 Mbps,
49.96 Mbps,47.75 Mbps,52.03 Mbps,
37.23 Mbps,36.02 Mbps,38.68 Mbps,
37.3 Mbps,34.03 Mbps,40.72 Mbps,
37.22 Mbps,33.87 Mbps,40.17 Mbps,
37.23 Mbps,34.23 Mbps,39.51 Mbps,
47.52 Mbps,43.43 Mbps,52.42 Mbps,
30.54 Mbps,28.6 Mbps,34.17 Mbps,
38.11 Mbps,24.67 Mbps,67.51 Mbps,
43.52 Mbps,34.5 Mbps,81.81 Mbps,
24.77 Mbps,22.58 Mbps,27.24 Mbps,
25.67 Mbps,22.91 Mbps,28.44 Mbps,
39.91 Mbps,38.81 Mbps,41.64 Mbps,
25.89 Mbps,12.92 Mbps,85.59 Mbps,
36.99 Mbps,24.76 Mbps,57.87 Mbps,
25.83 Mbps,8.56 Mbps,64.44 Mbps,
24.88 Mbps,15.47 Mbps,48.44 Mbps,
24.73 Mbps,14.67 Mbps,31.52 Mbps,
31.07 Mbps,21.57 Mbps,45.48 Mbps,
36.93 Mbps,15.82 Mbps,71.53 Mbps,
17.52 Mbps,16.92 Mbps,18.4 Mbps,
23.29 Mbps,19.75 Mbps,25.88 Mbps,
34.04 Mbps,18.31 Mbps,58.5 Mbps,
25.85 Mbps,22.68 Mbps,28.52 Mbps,
54.92 Mbps,31.83 Mbps,87.76 Mbps,
24.8 Mbps,15.57 Mbps,38.68 Mbps,
29.62 Mbps,22.6 Mbps,39.16 Mbps,
49.58 Mbps,44.71 Mbps,54.56 Mbps,
42.9 Mbps,36.15 Mbps,52.49 Mbps,
35.97 Mbps,25.4 Mbps,42.74 Mbps,
24.9 Mbps,21.38 Mbps,28.62 Mbps,
24.89 Mbps,22.25 Mbps,26.69 Mbps,
24.9 Mbps,19.85 Mbps,27.07 Mbps,
25.02 Mbps,22.4 Mbps,26.31 Mbps,
24.97 Mbps,22.59 Mbps,27.4 Mbps,
24.89 Mbps,23.25 Mbps,26.39 Mbps,
25.07 Mbps,21.64 Mbps,31.3 Mbps,
25.91 Mbps,21.93 Mbps,33.27 Mbps,
24.81 Mbps,23.86 Mbps,25.46 Mbps,
24.81 Mbps,23.22 Mbps,25.68 Mbps,
27.87 Mbps,23.72 Mbps,32.97 Mbps,
32.19 Mbps,27.19 Mbps,42.24 Mbps,
24.93 Mbps,23.99 Mbps,25.55 Mbps,
24.9 Mbps,23.95 Mbps,25.91 Mbps,
29.74 Mbps,21.86 Mbps,44.83 Mbps,
24.62 Mbps,23.15 Mbps,25.7 Mbps,
24.75 Mbps,22.01 Mbps,26.1 Mbps,
24.92 Mbps,24.07 Mbps,25.46 Mbps,
24.78 Mbps,21.59 Mbps,26.16 Mbps,
24.77 Mbps,23.33 Mbps,25.81 Mbps,
24.8 Mbps,22.32 Mbps,27.63 Mbps,
24.85 Mbps,23.59 Mbps,25.31 Mbps,
24.75 Mbps,23.43 Mbps,25.36 Mbps,
24.69 Mbps,22.56 Mbps,25.69 Mbps,
24.69 Mbps,21.91 Mbps,25.52 Mbps,
24.73 Mbps,22.6 Mbps,25.17 Mbps,
24.62 Mbps,20.75 Mbps,26.7 Mbps,
24.81 Mbps,21.47 Mbps,26.07 Mbps,
24.82 Mbps,23.96 Mbps,26.57 Mbps,
32.64 Mbps,19.19 Mbps,39.5 Mbps,
34.85 Mbps,23.29 Mbps,54.14 Mbps,
24.73 Mbps,22.53 Mbps,26.5 Mbps,
22.64 Mbps,10.66 Mbps,34.74 Mbps,
37.39 Mbps,37.22 Mbps,37.57 Mbps,
37.37 Mbps,36.94 Mbps,38.33 Mbps,
39.84 Mbps,35.76 Mbps,49.66 Mbps,
37.2 Mbps,35.89 Mbps,38.44 Mbps,
32.08 Mbps,12.55 Mbps,60.64 Mbps,
25.51 Mbps,22.08 Mbps,34.15 Mbps,
20.55 Mbps,17.3 Mbps,25.41 Mbps,
22.79 Mbps,16.73 Mbps,26.08 Mbps,
26.25 Mbps,19.35 Mbps,37.37 Mbps,
24.93 Mbps,23.6 Mbps,26.04 Mbps,
15.29 Mbps,12.11 Mbps,19.92 Mbps,
49.22 Mbps,45.98 Mbps,51.39 Mbps,
49.65 Mbps,46.0 Mbps,53.78 Mbps,
